002185,华天科技,电子元器件,深股通;汇金持股;深成500;融资融券;涉矿概念;新三板;基金增仓;土地流转;金融IC卡;LED;转融券;明星基金;高送转;电子;电子;甘肃;半导体与半导体生产设备;
002247,帝龙新材,工程建筑,预盈预增;手机游戏;轻工制造;其他制造业;浙江;耐用消费品与服装;
300121,阳谷华泰,化工,定向增发;油改概念;基金增仓;汇金持股;再融资;预盈预增;化工;石油、化学、塑胶、塑料;山东;原材料;
300162,雷曼光电,电子元器件,电子商务;LED;虚拟现实;体育概念;电子;电子;广东;技术硬件与设备;
002057,中钢天源,复合材料,重组并购;新材料;稀土永磁;安徽自贸区;中价;国资委整合;债转股;有色金属;石油、化学、塑胶、塑料;安徽;原材料;
002454,松芝股份,汽车配件,定向增发;深股通;汇金持股;再融资;汽车;机械、设备、仪表;上海;汽车与汽车零部件;
002078,太阳纸业,造纸,再融资;定向增发;电子商务;操盘手80;股权转让;基金增仓;深股通;中证500;养老概念;婴童概念;融资融券;深成500;转融券;轻工制造;造纸、印刷;山东;原材料;
300035,中科电气,专用设备,高送转;中价;石墨烯;节能环保;锂电池;机械设备;机械、设备、仪表;湖南;资本货物;
002163,中航三鑫,工程建筑,国资委整合;节能环保;中航系;新三板;新材料;航天军工;汇金持股;太阳能;建筑材料;建筑业;广东;资本货物;
002541,鸿路钢构,金属制品,汇金持股;智慧城市;大订单;保障房;安徽自贸区;建筑装饰;金属、非金属;安徽;原材料;
002396,星网锐捷,通信设备,转融券;三网融合;宽带中国;地方国资整合;网红经济;云计算;中证500;电子支付;深股通;IPV6;重组并购;移动软件;去IOE概念;电子商务;深成500;融资融券;虚拟现实;智慧城市;4G5G;汇金持股;通信;信息技术业;福建;技术硬件与设备;
300023,宝德股份,多元金融,预亏预减;西部开发;页岩气;海洋工程;汇金持股;机械设备;机械、设备、仪表;陕西;综合金融;
300173,松德股份,轻工机械,新材料;汇金持股;员工持股;智能制造;中价;大订单;重组并购;航天军工;机械设备;机械、设备、仪表;广东;资本货物;
300021,大禹节水,塑胶制品,节能环保;大订单;农业机械;西部开发;土地流转;PPP概念;水利;美丽中国;基金增仓;高送转;农林牧渔;石油、化学、塑胶、塑料;甘肃;原材料;
002048,宁波华翔,汽车配件,融资融券;股权转让;深成500;社保重仓;基金增仓;中证500;智能汽车;定向增发;新能源汽车;股权投资;重组并购;转融券;再融资;汇金持股;深股通;汽车;机械、设备、仪表;浙江;汽车与汽车零部件;
002243,通产丽星,包装印刷,债转股;广东国资整合;汇金持股;锂电池;新材料;轻工制造;石油、化学、塑胶、塑料;广东;原材料;
300073,当升科技,复合材料,智能制造;深成500;高送转;高价;再融资;新能源汽车;锂电池;深股通;股权投资;定向增发;智能手机;国资委整合;化工;金属、非金属;北京;原材料;
002060,粤水电,工程建筑,广东国资整合;大订单;PPP概念;水利;风能;建筑装饰;建筑业;广东;资本货物;
002357,富临运业,公共交通,充电桩;西部开发;港股通(深);一带一路;成渝特区;港股通;内陆自贸区;农村金融;交通运输;交通运输、仓储业;四川;运输;
300080,新大新材,复合材料,预亏预减;锂电池;汇金持股;地方国资整合;机械设备;金属、非金属;河南;原材料;
300109,新开源,化工,再融资;定向增发;精准医疗;深股通;明星基金;特种药;化工;石油、化学、塑胶、塑料;河南;原材料;
002413,常发股份,航天国防,新三板;深成500;航天军工;深股通;北斗导航;家用电器;机械、设备、仪表;江苏;资本货物;
300057,万顺股份,有色金属,智能穿戴;深股通;股权转让;新三板;轻工制造;造纸、印刷;广东;原材料;
002326,永太科技,化工,智慧城市;特色化工;智能手机;涉矿概念;深成500;IPO受益;股权投资;深股通;智能穿戴;化工;石油、化学、塑胶、塑料;浙江;原材料;
300019,硅宝科技,化工,节能环保;成渝特区;员工持股;新材料;西部开发;化工;石油、化学、塑胶、塑料;四川;原材料;
002003,伟星股份,服装,SDR概念;中价;北斗导航;航天军工;纺织服装;纺织、服装、皮毛;浙江;耐用消费品与服装;
