300018,1.09
000023,0.83
300175,1.62
002165,2.08
002356,0.43
002312,0.00
002289,0.96
002203,0.77
000001,0.30
300186,0.00
002355,1.62
002407,5.37
002214,1.90
002416,0.46
300156,2.89
000151,10.84
002448,2.35
002052,1.63
300181,0.89
002249,2.04
300051,0.00
000011,6.14
002248,0.00
002295,1.91
002338,0.83
002187,1.04
002449,1.74
300031,1.78
002500,0.74
002344,0.95
002507,1.38
000010,2.47
000018,2.89
002380,0.75
002198,0.56
002444,1.35
002342,0.65
002487,0.92
300006,0.88
002059,1.14
002432,0.74
300012,0.83
300167,1.00
002102,1.87
002153,0.33
002083,0.60
002241,1.00
002455,0.84
002506,0.85
300066,1.47
300063,3.58
300005,1.76
002519,0.51
002251,0.86
002254,0.71
002463,1.62
002178,0.68
300149,0.00
002412,0.53
002523,0.77
002051,1.80
002392,12.93
000024,0.00
002023,1.19
002537,0.76
002304,0.20
002471,0.43
002317,0.83
002213,0.73
002041,0.51
002375,0.51
002445,0.72
300130,1.25
002565,2.48
300043,0.94
002206,2.14
000155,0.00
002046,5.92
000159,6.96
002318,1.11
000401,0.15
300084,2.85
002175,0.00
000025,0.94
002535,1.67
002323,6.92
300022,1.24
300124,0.90
300146,0.74
002008,0.93
300182,0.83
002071,1.13
002222,4.92
300138,1.91
002441,1.05
002423,0.51
002225,0.67
002094,0.69
002082,0.00
002016,0.41
300140,2.33
002387,8.12
002526,7.05
000100,0.79
002386,1.20
002134,0.00
002347,2.44
002310,7.66
300095,1.00
002256,1.38
002239,0.98
002371,2.14
002415,0.36
002115,0.00
300044,20.48
002050,0.00
002515,0.72
002297,7.36
002209,3.16
002503,2.67
002315,1.00
300136,0.80
002238,0.00
002001,0.57
002434,0.42
002027,1.50
002031,1.63
002086,1.05
002424,0.43
002543,0.65
002033,1.64
002288,2.05
002316,0.00
002395,1.22
002208,0.82
300067,0.57
002116,2.40
002321,1.86
000034,0.00
000035,2.66
002144,1.33
002068,2.68
002028,1.04
002512,0.93
002393,0.81
002513,0.00
002561,1.64
002345,1.15
300069,1.48
002484,0.49
300129,1.56
000002,0.32
002186,0.50
002447,5.02
002378,0.52
002419,0.48
002384,0.87
002121,0.00
002527,1.02
002219,0.85
002334,1.21
002207,4.94
002349,1.39
002072,0.00
300085,1.36
002521,3.13
002154,0.88
002282,0.00
002140,1.45
002147,1.71
002275,0.27
300126,1.42
002227,1.26
002119,1.40
002406,8.64
002558,11.07
300101,1.63
002074,2.43
002098,1.66
300110,0.72
300145,3.33
002462,0.52
300083,4.07
002193,0.00
300180,1.05
002438,1.90
002272,2.59
300040,1.45
300041,1.33
002472,0.69
002278,2.61
002145,3.01
002365,1.80
002264,0.95
002502,3.13
300048,2.70
002250,0.96
002097,4.12
002518,0.89
300179,1.35
002142,0.52
300013,0.85
300102,1.76
300155,0.94
002002,1.09
002066,7.38
002073,0.66
002279,5.22
002466,4.40
000032,0.00
002435,0.53
300045,1.23
000014,0.85
002508,0.87
002005,0.72
002159,1.47
002465,1.17
002557,0.84
002202,0.75
002216,0.48
300131,0.96
300052,1.99
002183,0.55
300056,4.18
002218,1.17
002354,3.15
002369,0.98
002135,1.01
002428,1.66
002311,0.29
002457,24.58
002109,2.82
300026,0.53
002533,0.73
002150,0.91
002360,1.14
002418,0.00
000301,0.00
300082,0.00
300078,3.98
002155,6.13
002350,0.96
002482,0.88
300115,0.58
300164,4.92
002151,6.62
002281,0.82
002546,0.54
002104,0.97
002346,22.96
002280,0.00
002404,6.68
300119,0.97
002125,1.87
300062,2.83
002440,0.80
300135,5.01
002450,0.85
002069,0.82
002167,1.84
300150,9.41
002029,0.97
002325,1.01
002085,0.22
300127,0.84
300054,1.24
300183,1.67
300120,1.84
300128,1.51
002191,0.44
002137,1.28
002481,0.63
002464,0.00
002403,0.67
300098,1.52
002070,3.82
002379,0.00
002382,0.75
300118,1.42
002436,0.81
300025,0.00
300086,0.82
002025,0.00
002307,7.46
002556,1.03
002172,1.19
300036,5.30
002459,13.52
002531,0.49
002259,4.11
002467,0.68
300134,0.00
002269,0.33
002220,0.69
002529,1.01
002427,2.24
002364,1.24
002414,0.85
300079,0.99
002400,0.00
002013,1.03
002433,0.98
002517,0.61
300001,1.06
300055,9.19
002194,0.72
002522,1.25
002486,0.00
002127,0.64
002420,0.70
002196,4.34
002180,0.64
002494,22.70
002064,0.86
002099,0.48
002112,1.50
002359,3.95
002158,4.86
002524,2.52
002157,0.81
300077,1.12
002105,3.65
000338,1.32
002391,1.49
002049,0.00
002065,1.32
002217,0.80
300171,0.48
002453,0.57
002120,1.04
300185,1.06
002107,0.94
002320,1.61
300166,0.90
002348,0.64
300074,1.55
300148,0.00
300076,2.63
002062,2.43
002244,0.53
002223,0.77
300046,0.62
002340,4.20
002174,1.08
002229,8.49
002242,0.53
002385,0.47
002388,4.53
002032,0.40
300123,3.39
002452,0.82
002212,1.23
002478,2.42
002302,7.99
300090,3.58
000030,0.43
300099,15.99
002221,0.53
002201,2.13
002276,1.67
300033,0.84
002473,0.97
002006,0.62
002516,4.52
300176,0.63
002551,1.40
002067,1.53
300142,0.70
002410,2.21
002110,2.54
002026,1.26
002408,0.91
300009,0.58
300039,0.66
002258,1.67
002237,5.93
002389,8.26
002274,2.90
002019,1.76
002329,1.78
300184,0.92
002319,0.78
300154,0.79
002331,3.43
002118,0.54
002044,2.00
002504,14.25
002042,0.61
300112,1.67
002179,1.17
300089,2.23
002308,0.55
002294,0.66
002361,11.60
002336,0.46
300027,0.66
002211,3.27
002483,4.62
300050,1.48
002554,4.06
300107,10.82
002171,1.18
300111,0.75
002305,0.32
002014,0.87
002262,0.61
002368,1.34
002514,0.81
002566,1.46
002422,0.29
002089,0.98
002263,0.90
300117,0.00
300169,1.08
300049,2.08
002079,1.04
002511,1.07
300029,0.72
300157,2.28
002235,5.04
002559,1.86
000400,1.72
002545,1.17
002018,0.47
002173,0.94
300143,2.01
000020,0.80
002339,4.35
002246,13.67
002343,0.65
002394,0.79
300002,0.99
300017,2.68
002240,1.61
002439,0.82
300087,0.48
002039,0.65
002228,0.53
002429,0.62
002088,1.15
300100,0.00
002300,6.26
002233,1.67
002547,0.00
002402,1.54
002265,3.45
002399,0.15
000150,0.54
002122,0.78
002405,1.58
002132,0.00
300016,1.40
000157,0.95
300178,0.63
002047,0.57
002303,0.57
002544,0.45
002493,0.14
002176,1.45
002161,4.15
002224,1.30
000019,3.11
002138,2.83
300010,1.96
002040,11.47
002012,1.35
002139,1.42
002111,1.04
002496,1.58
002534,0.96
002245,1.45
002505,0.00
002430,1.61
002372,0.85
002199,9.26
002164,2.57
002177,0.98
300007,1.37
002330,1.79
002376,3.98
300068,0.00
002542,0.99
300053,1.52
002458,3.63
300091,0.47
300096,1.40
300081,5.15
300151,2.09
000026,4.19
002200,3.88
002123,0.80
002268,1.34
002283,0.99
002076,0.00
002352,5.57
300105,1.12
300170,1.06
300020,12.38
002168,0.00
002011,0.76
002370,0.41
000027,0.44
002015,0.82
002197,0.84
002549,1.40
002053,1.34
002509,0.00
002184,1.19
002081,0.77
002156,0.93
002301,0.52
002232,3.14
300075,13.87
002461,0.80
002477,16.34
002084,0.94
300034,1.27
002130,0.90
002192,2.57
002210,0.32
002426,0.00
300024,0.76
300133,0.49
002520,0.89
002411,1.00
002417,0.00
002113,0.00
002367,0.65
002148,3.71
300032,0.50
300092,1.38
002007,1.09
002133,1.49
002538,1.30
002215,1.10
002285,1.08
002092,4.02
002267,0.35
002442,1.58
002383,4.94
002061,0.00
002136,3.25
002501,3.23
300132,1.10
002398,5.80
002190,1.25
300158,0.61
002188,0.60
002230,2.07
002490,0.37
002560,3.98
002373,7.71
002017,1.21
300141,2.58
300059,1.13
300093,1.95
002152,0.48
002421,2.85
300097,1.35
002131,2.26
002143,13.91
002299,0.00
002231,2.67
002021,0.78
002054,2.02
002114,1.35
002273,1.83
002539,0.68
