300174,41.48
002035,108.41
002093,86.74
002351,47.33
300028,26.85
002205,35.12
002286,34.07
300015,251.02
002314,58.72
000040,66.62
002037,54.87
300061,30.72
002038,146.85
002166,42.96
300168,175.66
002488,63.68
300113,114.62
002169,48.82
000016,71.37
002290,30.61
000017,33.12
002162,53.88
002468,94.59
002363,46.88
000031,150.54
300125,24.80
002036,70.56
300147,75.94
002234,36.78
002498,140.98
002261,107.93
300030,31.90
300139,27.71
002550,57.70
002103,48.05
002030,149.36
002362,44.04
002106,92.31
002077,37.04
000004,29.87
002266,83.50
300037,59.10
002126,57.40
002129,218.68
002446,40.41
300072,564.68
002374,39.03
300064,61.35
002497,80.71
002117,110.48
002381,25.43
002341,55.97
002474,55.26
002043,104.77
002536,42.26
300153,49.88
002090,47.38
002552,31.62
002499,39.73
002437,172.06
300163,30.02
002260,61.26
300114,71.49
002185,144.55
002247,72.36
300121,43.11
300162,28.25
002057,29.77
002454,42.61
002078,178.21
300035,28.89
002163,84.03
002541,32.33
002396,103.36
300023,21.65
300173,47.91
300021,31.54
002048,105.10
002243,46.82
300073,90.89
002060,52.27
002357,41.41
300080,45.28
300109,39.32
002413,89.10
300057,39.63
002326,83.29
300019,26.74
002003,53.70
002091,69.92
300103,37.14
002328,33.38
002485,66.81
002226,74.77
002270,30.30
000036,92.29
000153,39.06
002479,100.29
002101,57.42
002170,58.40
002055,91.22
002425,37.39
300108,29.10
002058,38.66
002291,70.13
002358,150.21
000039,209.74
002476,55.76
002277,86.05
001696,78.62
002004,128.61
300011,82.78
002327,47.01
002022,77.58
300137,60.83
002353,145.04
300177,42.54
300152,62.08
002397,27.61
002555,128.46
000022,102.18
300122,164.46
300106,31.46
002045,73.87
002108,174.56
002024,549.45
002401,53.91
002298,50.73
002553,31.59
300004,54.84
002056,136.71
000029,99.60
002287,201.94
300187,76.49
002333,92.68
000158,95.26
002495,36.44
002548,43.41
002182,42.18
300094,65.69
002322,62.93
002284,95.21
002366,117.68
002456,384.77
300042,42.63
002020,53.59
000402,341.48
002141,48.06
002124,38.63
002469,43.93
002492,29.85
002510,46.96
300014,158.12
002034,32.83
002313,70.26
002271,160.78
300003,256.19
002096,52.62
002335,67.32
002451,80.79
300071,36.44
002470,199.93
002087,46.01
002540,56.01
300058,147.53
002204,101.59
300065,69.29
002332,63.36
300165,30.82
002528,46.09
300116,76.71
002532,30.80
002195,122.07
002491,169.34
002100,64.83
300088,173.70
002293,92.19
002095,98.31
002309,50.26
300144,225.51
300104,419.91
002255,44.37
002063,66.13
001896,71.02
002181,80.66
002292,157.75
002128,142.94
300160,72.57
002409,38.44
002377,42.89
002480,64.63
002010,73.98
002080,37.45
000037,41.11
002324,46.11
300047,39.25
002530,63.36
300038,59.13
300008,50.48
002009,37.10
000012,146.19
002443,60.06
002475,477.46
002252,866.86
002431,108.43
002390,72.22
002460,224.03
002337,41.08
002306,34.74
300159,121.30
002489,138.11
300172,37.35
000033,0.00
002146,451.52
002149,50.63
002189,45.64
002296,52.55
300161,40.94
000021,138.46
002253,66.58
002236,282.11
300070,402.15
000028,235.12
300018,36.39
000023,40.27
300175,73.44
002165,40.84
002356,62.04
002312,69.09
002289,33.41
002203,132.05
000001,1556.46
300186,0.00
002355,47.42
002407,161.47
002214,45.63
002416,124.04
300156,254.69
000151,60.35
002448,53.28
002052,53.43
300181,33.21
002249,117.81
300051,32.49
000011,29.74
002248,25.67
002295,28.30
002338,56.53
002187,47.05
002449,49.55
300031,50.19
002500,317.38
002344,116.78
002507,48.31
000010,36.87
000018,79.94
002380,26.49
002198,66.91
002444,174.85
002342,89.68
002487,47.90
300006,45.22
002059,85.13
002432,53.12
300012,66.40
300167,45.66
002102,62.19
002153,106.98
002083,60.95
002241,420.59
002455,43.87
002506,104.45
300066,61.28
300063,34.00
300005,48.99
002519,90.74
002251,96.35
002254,77.42
002463,87.69
002178,58.28
300149,78.68
002412,49.78
002523,46.38
002051,273.94
002392,39.92
000024,0.00
002023,90.32
002537,94.50
002304,1051.88
002471,75.01
002317,62.79
002213,41.54
002041,133.96
002375,129.56
002445,100.24
300130,36.73
002565,63.85
300043,73.78
002206,68.43
000155,0.00
002046,49.69
000159,44.41
002318,80.13
000401,250.70
300084,31.12
002175,84.85
000025,94.05
002535,35.71
002323,44.25
300022,27.07
300124,294.39
300146,95.16
002008,264.20
300182,106.80
002071,38.94
002222,69.73
300138,32.56
002441,50.96
002423,63.17
002225,36.48
002094,84.26
002082,40.04
002016,61.51
300140,40.40
002387,44.45
002526,44.02
000100,326.75
