1976	8/23/06	3.38	3.45	3.38	3.39	14775100	1.58	1	深发展Ａ	SZ
1591	8/23/06	0.93	0.97	0.93	0.93	3433000	0.23	10	S ST华新	SZ
1936	8/23/06	1.07	1.09	1.05	1.07	23882500	0.5	100	TCL 集团	SZ
1983	8/23/06	4.75	4.79	4.66	4.74	1023600	4.3	11	深物业A	SZ
1970	8/23/06	4.35	4.44	4.32	4.35	15195900	2.13	12	南 玻Ａ	SZ
1982	8/23/06	4.1	4.16	4.07	4.11	5868700	2.7	14	沙河股份	SZ
1983	8/23/06	3.21	3.45	3.21	3.33	7164200	3.33	150	宜华地产	SZ
1982	8/23/06	3.51	3.57	3.49	3.52	1404300	3.35	151	中成股份	SZ
1984	8/23/06	2.81	2.87	2.76	2.78	1222200	2.75	153	丰原药业	SZ
1983	8/23/06	4.58	4.59	4.45	4.5	2027800	4.24	155	川化股份	SZ
1968	8/23/06	0.9	0.91	0.89	0.89	29288600	0.07	157	中联重科	SZ
1961	8/23/06	2.17	2.18	2.13	2.15	1822500	1.48	158	常山股份	SZ
1941	8/23/06	1.64	1.66	1.62	1.62	3021900	0.76	159	国际实业	SZ
1981	8/23/06	2.12	2.12	2.04	2.06	10567200	0.99	16	深康佳Ａ	SZ
1953	8/23/06	1.6	1.62	1.55	1.55	9677600	0.31	1696	宗申动力	SZ
1835	8/23/06	2.34	2.38	2.33	2.34	1089600	2.34	17	*ST中华A	SZ
1983	8/23/06	4.17	4.28	4.09	4.28	939700	4.28	18	ST中冠A	SZ
1973	8/23/06	2.94	2.95	2.86	2.89	1099200	2.89	1896	*ST豫能	SZ
1919	8/23/06	5.11	5.18	5.05	5.1	1812700	4.97	19	深深宝Ａ	SZ
1983	8/23/06	2.61	2.68	2.6	2.62	68541300	0.96	2	万 科Ａ	SZ
1981	8/23/06	3.13	3.15	3	3.04	628100	2.65	20	深华发Ａ	SZ
1955	8/23/06	2.72	2.81	2.68	2.8	6595900	1.16	2001	新 和 成	SZ
1925	8/23/06	2.97	3.15	2.97	3.13	4071000	1.7	2002	ST琼花	SZ
1949	8/23/06	7.29	7.36	7.2	7.24	1071000	2.1	2003	伟星股份	SZ
1954	8/23/06	2.11	2.14	2.1	2.13	1228400	0.64	2004	华邦制药	SZ
1946	8/23/06	1.13	1.15	1.13	1.14	3850300	0.28	2005	德豪润达	SZ
