1663	11/5/07	21.63	22.21	20.91	21.04	33869200	9.82	1	深发展Ａ	SZ
1278	11/5/07	3.88	3.88	3.88	3.88	0	0.97	10	S ST华新	SZ
1623	11/5/07	2.4	2.53	2.37	2.53	57014200	1.2	100	TCL 集团	SZ
1670	11/5/07	12.65	12.98	12.39	12.56	1113700	11.41	11	深物业A	SZ
1657	11/5/07	11.39	11.69	11.11	11.26	4989800	5.78	12	南 玻Ａ	SZ
1669	11/5/07	12.84	12.84	12.84	12.84	0	8.43	14	沙河股份	SZ
1670	11/5/07	13.3	14	13.3	13.3	6750000	13.3	150	宜华地产	SZ
1669	11/5/07	10.4	10.98	10.38	10.6	2779500	10.2	151	中成股份	SZ
1671	11/5/07	5.88	6.18	5.84	6.08	1398800	6.02	153	丰原药业	SZ
1670	11/5/07	11.71	12.54	11.7	12.2	10650100	11.86	155	川化股份	SZ
1655	11/5/07	7.15	7.2	6.93	7	28439200	0.85	157	中联重科	SZ
1648	11/5/07	6.48	6.77	6.41	6.7	3747600	4.64	158	常山股份	SZ
1628	11/5/07	6.44	6.68	6.3	6.55	2486800	3.07	159	国际实业	SZ
1668	11/5/07	3.62	3.82	3.59	3.81	10556200	1.87	16	深康佳Ａ	SZ
1640	11/5/07	8.85	9.14	8.6	8.81	4326100	3.59	1696	宗申动力	SZ
1522	11/5/07	3.49	3.49	3.49	3.49	0	3.49	17	*ST中华A	SZ
1670	11/5/07	7.64	7.95	7.64	7.95	251100	7.95	18	ST中冠A	SZ
1660	11/5/07	6.31	6.82	6.21	6.63	975000	6.63	1896	*ST豫能	SZ
1606	11/5/07	18	19.19	18	18.6	2520600	18.14	19	深深宝Ａ	SZ
1670	11/5/07	24.25	24.41	22	22.44	115003100	12.56	2	万 科Ａ	SZ
1668	11/5/07	6.8	6.91	6.6	6.87	862600	6.87	20	深华发Ａ	SZ
1642	11/5/07	10.05	10.62	10.05	10.24	6654800	4.31	2001	新 和 成	SZ
1612	11/5/07	4.94	5.14	4.89	5.09	945200	3.92	2002	ST琼花	SZ
1636	11/5/07	26.88	27.98	26.3	27.02	1998900	12.45	2003	伟星股份	SZ
1641	11/5/07	7.8	8.12	7.67	7.94	1549000	2.39	2004	华邦制药	SZ
1633	11/5/07	3.23	3.26	3	3.15	6290000	0.78	2005	德豪润达	SZ
1631	11/5/07	2.91	3.04	2.89	3.04	3564400	0.67	2006	精功科技	SZ
1643	11/5/07	15.82	16.71	15.82	16.44	1527200	6.24	2007	华兰生物	SZ
1647	11/5/07	9.62	10.21	9.58	10.03	2071700	3.88	2008	大族激光	SZ
1643	11/5/07	20.37	21.14	20.17	20.61	975600	10.24	2009	天奇股份	SZ
1642	11/5/07	7.79	8.16	7.62	7.96	2243700	2.92	2010	传化股份	SZ
1644	11/5/07	5.24	5.48	5.15	5.44	1530300	1.16	2011	盾安环境	SZ
1647	11/5/07	3.65	3.98	3.51	3.86	15115500	1.84	2012	凯恩股份	SZ
1621	11/5/07	4.68	4.8	4.68	4.71	872200	1.17	2013	中航精机	SZ
1647	11/5/07	6	6.35	5.85	6.26	1787300	2.47	2014	永新股份	SZ
1636	11/5/07	6.65	6.84	6.63	6.8	1533300	3.95	2015	霞客环保	SZ
1643	11/5/07	6.01	6.35	6.01	6.19	1229000	1.81	2016	世荣兆业	SZ
1627	11/5/07	8.74	8.88	8.53	8.7	1375800	5.88	2017	东信和平	SZ
1655	11/5/07	5.48	5.63	5.39	5.56	2407800	1.56	2018	华星化工	SZ
1649	11/5/07	34.41	36.38	34	35.42	1732100	34.75	2019	鑫富药业	SZ
1646	11/5/07	5.57	5.74	5.45	5.49	2421500	2.64	2020	京新药业	SZ
1644	11/5/07	5.39	5.51	5.3	5.41	6468500	2.2	2021	中捷股份	SZ
1649	11/5/07	16.15	16.83	16.06	16.57	1859900	7.71	2022	科华生物	SZ
1643	11/5/07	5.29	5.49	5.27	5.47	2149800	2.36	2023	海特高新	SZ
1645	11/5/07	14.21	14.67	14.02	14.47	6688400	3.01	2024	苏宁电器	SZ
1647	11/5/07	10.75	11.05	10.56	10.95	1454700	5.24	2025	航天电器	SZ
1631	11/5/07	4.57	4.8	4.56	4.75	1013800	2.61	2026	山东威达	SZ
1647	11/5/07	6	6.36	5.91	6.23	1602700	6.23	2027	七喜控股	SZ
1649	11/5/07	16.37	16.62	16.05	16.41	878800	5.93	2028	思源电气	SZ
1645	11/5/07	6.9	6.9	6.57	6.74	2107800	1.88	2029	七 匹 狼	SZ
1647	11/5/07	5.16	5.45	5.13	5.26	1730000	1.69	2030	达安基因	SZ
1642	11/5/07	8.17	8.63	8	8.51	1174300	5.29	2031	巨轮股份	SZ
1646	11/5/07	14.58	14.77	14.37	14.65	1468300	4.71	2032	苏 泊 尔	SZ
1611	11/5/07	13	13.34	12.92	13.07	655700	7.29	2033	丽江旅游	SZ
1650	11/5/07	10.08	10.49	9.88	10.44	548500	9.99	2034	美 欣 达	SZ
