1023	4/22/10	12.5	12.5	12.07	12.24	72353600	7.47	1	深发展Ａ	SZ
1000	4/22/10	2.57	2.58	2.53	2.55	77897400	1.21	100	TCL 集团	SZ
1028	4/22/10	9.21	9.21	8.98	9.01	5608200	9.01	11	深物业A	SZ
1026	4/22/10	13.94	14.24	13.72	14.03	41049400	7.39	12	南 玻Ａ	SZ
1027	4/22/10	11.28	11.28	10.71	10.74	8885600	10.62	14	沙河股份	SZ
1029	4/22/10	7.6	8.02	7.55	7.76	10948200	7.76	150	宜华地产	SZ
1027	4/22/10	16.29	17.08	16.01	16.87	10522500	16.72	151	中成股份	SZ
1029	4/22/10	10.4	10.5	10.1	10.31	9796900	10.21	153	丰原药业	SZ
1028	4/22/10	8.25	8.28	8.13	8.19	3800300	8.14	155	川化股份	SZ
1022	4/22/10	6.67	6.76	6.58	6.6	64138800	1.8	157	中联重科	SZ
1015	4/22/10	10.19	10.19	9.79	9.91	17583300	9.88	158	常山股份	SZ
1019	4/22/10	13.35	13.9	13.14	13.56	26539800	6.38	159	国际实业	SZ
1027	4/22/10	7.05	7.05	6.87	6.91	18502600	6.85	16	深康佳Ａ	SZ
1011	4/22/10	12.19	12.47	12.06	12.19	24921400	6.69	1696	宗申动力	SZ
1001	4/22/10	7.75	7.77	7.57	7.63	4547000	7.63	17	*ST中华A	SZ
1028	4/22/10	9.58	9.84	9.58	9.82	1222200	9.82	18	ST中冠A	SZ
1022	4/22/10	7.68	7.75	7.56	7.7	3260400	7.7	1896	*ST豫能	SZ
972	4/22/10	12.65	12.96	12.31	12.56	9606400	12.25	19	深深宝Ａ	SZ
1028	4/22/10	8.1	8.1	7.85	7.9	97960800	7.18	2	万 科Ａ	SZ
1026	4/22/10	10.28	10.3	10.01	10.2	2600000	10.2	20	深华发Ａ	SZ
982	4/22/10	10.37	10.4	10.02	10.03	2780700	10.03	2002	ST琼花	SZ
1002	4/22/10	31.08	31.52	30.32	31.04	2706400	19.78	2003	伟星股份	SZ
1009	4/22/10	19.67	20.09	19.04	19.99	2736800	6.32	2004	华邦制药	SZ
1006	4/22/10	11.82	12.24	11.65	11.85	28006400	5.86	2005	德豪润达	SZ
997	4/22/10	4.77	4.92	4.73	4.85	13535100	1.61	2006	精功科技	SZ
1011	4/22/10	46.32	47.99	45.81	46.12	4842100	28.37	2007	华兰生物	SZ
1014	4/22/10	9.13	9.42	8.93	9.07	82452100	5.78	2008	大族激光	SZ
1010	4/22/10	15.74	15.98	15.51	15.71	5794000	15.65	2009	天奇股份	SZ
1009	4/22/10	8.04	8.41	8.04	8.24	12514200	3.98	2010	传化股份	SZ
1014	4/22/10	11.04	11.65	11.02	11.36	24557000	5.33	2011	盾安环境	SZ
1012	4/22/10	7.06	7.39	7.03	7.3	22535400	3.48	2012	凯恩股份	SZ
989	4/22/10	9.15	9.22	8.93	8.97	6429900	4.04	2013	中航精机	SZ
1013	4/22/10	9.74	10.18	9.7	10.17	11128500	4.43	2014	永新股份	SZ
1006	4/22/10	10.1	10.27	9.97	10.13	5237300	10.1	2015	霞客环保	SZ
1015	4/22/10	7.36	7.6	7.3	7.52	18126200	5.28	2016	世荣兆业	SZ
999	4/22/10	20.28	20.45	19.82	19.96	7107800	17.55	2017	东信和平	SZ
1023	4/22/10	6.68	6.68	6.52	6.61	11174100	3.72	2018	华星化工	SZ
1015	4/22/10	22.6	22.79	21.88	22.15	4391800	22.02	2019	鑫富药业	SZ
1011	4/22/10	7.45	7.55	7.38	7.41	7435200	3.57	2020	京新药业	SZ
1011	4/22/10	6.54	6.54	6.32	6.37	13364900	4.85	2021	中捷股份	SZ
1015	4/22/10	26.65	26.94	25.38	25.5	19720900	23.47	2022	科华生物	SZ
1011	4/22/10	14.99	15.75	14.8	15.52	3599800	10.85	2023	海特高新	SZ
1013	4/22/10	11.68	11.92	11.35	11.8	48030700	11.46	2024	苏宁电器	SZ
