954	7/28/10	10.94	10.94	10.94	10.94	0	6.68	1	深发展Ａ	SZ
936	7/28/10	2.01	2.07	2	2.06	136377100	0.97	100	TCL 集团	SZ
959	7/28/10	9.35	10.32	9.21	10.32	34381900	10.32	11	深物业A	SZ
958	7/28/10	11.88	12.24	11.82	12.16	37951600	11.17	12	南 玻Ａ	SZ
958	7/28/10	11.74	12.56	11.64	12.34	15265000	12.2	14	沙河股份	SZ
960	7/28/10	6.4	6.65	6.36	6.53	13928200	6.53	150	宜华地产	SZ
958	7/28/10	13.36	14.81	13.3	14.81	16888700	14.68	151	中成股份	SZ
960	7/28/10	7.63	7.84	7.52	7.76	7063500	7.68	153	丰原药业	SZ
959	7/28/10	5.95	6.18	5.85	6.13	6439600	6.13	155	川化股份	SZ
959	7/28/10	6.98	7.13	6.93	7.07	123781300	2.01	157	中联重科	SZ
950	7/28/10	8	8.37	7.96	8.3	6344000	8.28	158	常山股份	SZ
957	7/28/10	13.49	13.81	13.26	13.66	38532800	6.42	159	国际实业	SZ
958	7/28/10	5.17	5.45	5.13	5.38	42973400	5.34	16	深康佳Ａ	SZ
946	7/28/10	10.85	11.1	10.74	11.06	16222600	10.32	1696	宗申动力	SZ
938	7/28/10	5.44	5.56	5.37	5.54	4026900	5.54	17	*ST中华A	SZ
959	7/28/10	7.85	8.24	7.85	8.2	687000	8.2	18	ST中冠A	SZ
953	7/28/10	5.24	5.35	5.21	5.3	1943500	5.3	1896	*ST豫能	SZ
908	7/28/10	9.22	9.6	9.09	9.49	6444900	9.25	19	深深宝Ａ	SZ
959	7/28/10	8.07	8.35	8.01	8.31	108804900	7.62	2	万 科Ａ	SZ
957	7/28/10	8.85	9.8	8.75	9.6	10645700	9.6	20	深华发Ａ	SZ
947	7/28/10	20.33	21.19	20.1	20.91	9631700	13.06	2001	新 和 成	SZ
917	7/28/10	7.3	7.47	7.22	7.38	2033200	7.38	2002	ST琼花	SZ
938	7/28/10	28.37	29.05	28.01	28.77	2147200	18.51	2003	伟星股份	SZ
944	7/28/10	16.62	16.77	16.4	16.76	1408000	5.3	2004	华邦制药	SZ
942	7/28/10	9.35	9.54	9.26	9.51	17493800	4.7	2005	德豪润达	SZ
934	7/28/10	4.1	4.22	4.07	4.2	11440800	1.39	2006	精功科技	SZ
946	7/28/10	46.96	49.5	46.62	48.73	8088400	47.96	2007	华兰生物	SZ
950	7/28/10	8.53	8.77	8.4	8.64	42155700	5.54	2008	大族激光	SZ
946	7/28/10	11.92	12.21	11.77	12.17	3467800	12.13	2009	天奇股份	SZ
949	7/28/10	8.93	9.3	8.86	9.23	11101100	4.45	2011	盾安环境	SZ
